2016-10-13_18:18:14.634 [软件] DMI自检完毕，准备启动。
2016-10-13_18:18:53.835 [车载] 车辆紧急制动。
2016-10-13_18:18:53.934 [车载] 车辆常用制动。
2016-10-13_18:18:53.934 [车载] 车辆紧急制动。
2016-10-13_18:18:54.035 [车载] 车辆常用制动。
2016-10-13_18:18:54.035 [车载] 车辆紧急制动。
2016-10-13_18:18:54.133 [车载] 车辆常用制动。
2016-10-13_18:18:54.133 [车载] 车辆紧急制动。
2016-10-13_18:18:54.235 [车载] 车辆常用制动。
2016-10-13_18:18:54.235 [车载] 车辆紧急制动。
2016-10-13_18:18:54.434 [车载] 车辆常用制动。
2016-10-13_18:18:54.434 [车载] 车辆紧急制动。
2016-10-13_18:18:54.533 [车载] 车辆常用制动。
2016-10-13_18:18:54.533 [车载] 车辆紧急制动。
2016-10-13_18:18:54.632 [车载] 车辆常用制动。
2016-10-13_18:18:54.632 [车载] 车辆紧急制动。
2016-10-13_18:18:54.737 [车载] 车辆常用制动。
2016-10-13_18:18:54.738 [车载] 车辆紧急制动。
2016-10-13_18:18:54.938 [车载] 车辆常用制动。
2016-10-13_18:18:54.938 [车载] 车辆紧急制动。
2016-10-13_18:18:55.132 [车载] 车辆常用制动。
2016-10-13_18:18:55.132 [车载] 车辆紧急制动。
2016-10-13_18:18:55.233 [车载] 车辆常用制动。
2016-10-13_18:18:55.233 [车载] 车辆紧急制动。
2016-10-13_18:18:55.333 [车载] 车辆常用制动。
2016-10-13_18:18:55.333 [车载] 车辆紧急制动。
2016-10-13_18:19:27.137 [车载] 车辆常用制动。
2016-10-13_18:19:27.137 [车载] 车辆紧急制动。
2016-10-13_18:19:27.231 [车载] 车辆常用制动。
2016-10-13_18:19:27.231 [车载] 车辆紧急制动。
2016-10-13_18:19:27.361 [车载] 车辆常用制动。
2016-10-13_18:19:27.361 [车载] 当前超速。
2016-10-13_18:19:27.449 [车载] 前方限速1公里每小时。
2016-10-13_18:19:27.449 [车载] 当前超速。
2016-10-13_18:19:27.531 [车载] 前方限速1公里每小时。
2016-10-13_18:19:27.531 [车载] 当前超速。
2016-10-13_18:19:27.732 [车载] 前方限速11公里每小时。
2016-10-13_18:19:27.732 [车载] 当前超速。
2016-10-13_18:19:27.831 [车载] 前方限速11公里每小时。
2016-10-13_18:19:27.831 [车载] 当前超速。
2016-10-13_18:19:27.933 [车载] 前方限速11公里每小时。
2016-10-13_18:19:27.933 [车载] 当前超速。
2016-10-13_18:19:28.033 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.033 [车载] 当前超速。
2016-10-13_18:19:28.134 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.134 [车载] 当前超速。
2016-10-13_18:19:28.239 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.239 [车载] 当前超速。
2016-10-13_18:19:28.338 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.339 [车载] 当前超速。
2016-10-13_18:19:28.532 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.532 [车载] 当前超速。
2016-10-13_18:19:28.634 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.634 [车载] 当前超速。
2016-10-13_18:19:28.731 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.731 [车载] 当前超速。
2016-10-13_18:19:28.936 [车载] 前方限速11公里每小时。
2016-10-13_18:19:28.936 [车载] 当前超速。
2016-10-13_18:19:29.031 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.031 [车载] 当前超速。
2016-10-13_18:19:29.135 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.135 [车载] 当前超速。
2016-10-13_18:19:29.334 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.335 [车载] 当前超速。
2016-10-13_18:19:29.532 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.532 [车载] 当前超速。
2016-10-13_18:19:29.636 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.636 [车载] 当前超速。
2016-10-13_18:19:29.737 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.737 [车载] 当前超速。
2016-10-13_18:19:29.832 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.832 [车载] 当前超速。
2016-10-13_18:19:29.932 [车载] 前方限速11公里每小时。
2016-10-13_18:19:29.932 [车载] 当前超速。
2016-10-13_18:19:30.034 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.034 [车载] 当前超速。
2016-10-13_18:19:30.135 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.136 [车载] 当前超速。
2016-10-13_18:19:30.235 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.235 [车载] 当前超速。
2016-10-13_18:19:30.350 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.351 [车载] 当前超速。
2016-10-13_18:19:30.434 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.434 [车载] 当前超速。
2016-10-13_18:19:30.532 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.532 [车载] 当前超速。
2016-10-13_18:19:30.634 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.634 [车载] 当前超速。
2016-10-13_18:19:30.732 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.732 [车载] 当前超速。
2016-10-13_18:19:30.832 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.832 [车载] 当前超速。
2016-10-13_18:19:30.934 [车载] 前方限速11公里每小时。
2016-10-13_18:19:30.934 [车载] 当前超速。
2016-10-13_18:19:31.032 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.032 [车载] 当前超速。
2016-10-13_18:19:31.134 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.134 [车载] 当前超速。
2016-10-13_18:19:31.331 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.331 [车载] 当前超速。
2016-10-13_18:19:31.431 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.431 [车载] 当前超速。
2016-10-13_18:19:31.535 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.535 [车载] 当前超速。
2016-10-13_18:19:31.635 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.635 [车载] 当前超速。
2016-10-13_18:19:31.732 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.732 [车载] 当前超速。
2016-10-13_18:19:31.836 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.836 [车载] 当前超速。
2016-10-13_18:19:31.934 [车载] 前方限速11公里每小时。
2016-10-13_18:19:31.934 [车载] 当前超速。
2016-10-13_18:19:32.034 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.034 [车载] 当前超速。
2016-10-13_18:19:32.135 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.135 [车载] 当前超速。
2016-10-13_18:19:32.337 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.338 [车载] 当前超速。
2016-10-13_18:19:32.434 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.434 [车载] 当前超速。
2016-10-13_18:19:32.532 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.532 [车载] 当前超速。
2016-10-13_18:19:32.636 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.636 [车载] 当前超速。
2016-10-13_18:19:32.833 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.833 [车载] 当前超速。
2016-10-13_18:19:32.934 [车载] 前方限速11公里每小时。
2016-10-13_18:19:32.934 [车载] 当前超速。
2016-10-13_18:19:33.034 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.034 [车载] 当前超速。
2016-10-13_18:19:33.132 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.132 [车载] 当前超速。
2016-10-13_18:19:33.234 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.234 [车载] 当前超速。
2016-10-13_18:19:33.334 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.334 [车载] 当前超速。
2016-10-13_18:19:33.435 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.435 [车载] 当前超速。
2016-10-13_18:19:33.533 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.533 [车载] 当前超速。
2016-10-13_18:19:33.637 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.637 [车载] 当前超速。
2016-10-13_18:19:33.736 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.737 [车载] 当前超速。
2016-10-13_18:19:33.832 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.832 [车载] 当前超速。
2016-10-13_18:19:33.934 [车载] 前方限速11公里每小时。
2016-10-13_18:19:33.934 [车载] 当前超速。
2016-10-13_18:19:34.034 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.034 [车载] 当前超速。
2016-10-13_18:19:34.131 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.131 [车载] 当前超速。
2016-10-13_18:19:34.235 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.235 [车载] 当前超速。
2016-10-13_18:19:34.338 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.338 [车载] 当前超速。
2016-10-13_18:19:34.431 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.431 [车载] 当前超速。
2016-10-13_18:19:34.534 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.534 [车载] 当前超速。
2016-10-13_18:19:34.634 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.634 [车载] 当前超速。
2016-10-13_18:19:34.731 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.731 [车载] 当前超速。
2016-10-13_18:19:34.835 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.835 [车载] 当前超速。
2016-10-13_18:19:34.932 [车载] 前方限速11公里每小时。
2016-10-13_18:19:34.932 [车载] 当前超速。
2016-10-13_18:19:35.033 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.033 [车载] 当前超速。
2016-10-13_18:19:35.136 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.136 [车载] 当前超速。
2016-10-13_18:19:35.234 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.234 [车载] 当前超速。
2016-10-13_18:19:35.336 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.336 [车载] 当前超速。
2016-10-13_18:19:35.535 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.535 [车载] 当前超速。
2016-10-13_18:19:35.634 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.634 [车载] 当前超速。
2016-10-13_18:19:35.835 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.835 [车载] 当前超速。
2016-10-13_18:19:35.932 [车载] 前方限速11公里每小时。
2016-10-13_18:19:35.932 [车载] 当前超速。
2016-10-13_18:19:36.032 [车载] 前方限速11公里每小时。
2016-10-13_18:19:36.032 [车载] 当前超速。
2016-10-13_18:19:36.134 [车载] 前方限速11公里每小时。
2016-10-13_18:19:36.134 [车载] 当前超速。
2016-10-13_18:19:36.236 [车载] 前方限速11公里每小时。
2016-10-13_18:19:36.236 [车载] 当前超速。
2016-10-13_18:19:36.336 [车载] 前方限速11公里每小时。
2016-10-13_18:19:36.336 [车载] 当前超速。
2016-10-13_18:19:36.533 [车载] 前方限速11公里每小时。
2016-10-13_18:19:36.533 [车载] 当前超速。
2016-10-13_18:19:36.733 [车载] 前方限速11公里每小时。
2016-10-13_18:19:36.733 [车载] 当前超速。
2016-10-13_18:19:36.938 [车载] 前方限速11公里每小时。
2016-10-13_18:19:36.938 [车载] 当前超速。
2016-10-13_18:19:37.034 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.034 [车载] 当前超速。
2016-10-13_18:19:37.235 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.235 [车载] 当前超速。
2016-10-13_18:19:37.336 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.336 [车载] 当前超速。
2016-10-13_18:19:37.451 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.451 [车载] 当前超速。
2016-10-13_18:19:37.533 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.533 [车载] 当前超速。
2016-10-13_18:19:37.635 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.635 [车载] 当前超速。
2016-10-13_18:19:37.733 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.733 [车载] 当前超速。
2016-10-13_18:19:37.935 [车载] 前方限速11公里每小时。
2016-10-13_18:19:37.935 [车载] 当前超速。
2016-10-13_18:19:38.032 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.032 [车载] 当前超速。
2016-10-13_18:19:38.135 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.135 [车载] 当前超速。
2016-10-13_18:19:38.235 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.235 [车载] 当前超速。
2016-10-13_18:19:38.333 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.333 [车载] 当前超速。
2016-10-13_18:19:38.433 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.433 [车载] 当前超速。
2016-10-13_18:19:38.534 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.534 [车载] 当前超速。
2016-10-13_18:19:38.735 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.736 [车载] 当前超速。
2016-10-13_18:19:38.833 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.833 [车载] 当前超速。
2016-10-13_18:19:38.934 [车载] 前方限速11公里每小时。
2016-10-13_18:19:38.934 [车载] 当前超速。
2016-10-13_18:19:39.034 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.034 [车载] 当前超速。
2016-10-13_18:19:39.234 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.234 [车载] 当前超速。
2016-10-13_18:19:39.375 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.375 [车载] 当前超速。
2016-10-13_18:19:39.433 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.433 [车载] 当前超速。
2016-10-13_18:19:39.533 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.533 [车载] 当前超速。
2016-10-13_18:19:39.635 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.635 [车载] 当前超速。
2016-10-13_18:19:39.737 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.737 [车载] 当前超速。
2016-10-13_18:19:39.936 [车载] 前方限速11公里每小时。
2016-10-13_18:19:39.936 [车载] 当前超速。
2016-10-13_18:19:40.036 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.036 [车载] 当前超速。
2016-10-13_18:19:40.133 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.134 [车载] 当前超速。
2016-10-13_18:19:40.234 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.234 [车载] 当前超速。
2016-10-13_18:19:40.334 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.334 [车载] 当前超速。
2016-10-13_18:19:40.432 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.432 [车载] 当前超速。
2016-10-13_18:19:40.535 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.535 [车载] 当前超速。
2016-10-13_18:19:40.632 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.632 [车载] 当前超速。
2016-10-13_18:19:40.835 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.835 [车载] 当前超速。
2016-10-13_18:19:40.932 [车载] 前方限速11公里每小时。
2016-10-13_18:19:40.932 [车载] 当前超速。
2016-10-13_18:19:41.034 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.034 [车载] 当前超速。
2016-10-13_18:19:41.234 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.235 [车载] 当前超速。
2016-10-13_18:19:41.332 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.332 [车载] 当前超速。
2016-10-13_18:19:41.432 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.432 [车载] 当前超速。
2016-10-13_18:19:41.536 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.536 [车载] 当前超速。
2016-10-13_18:19:41.631 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.631 [车载] 当前超速。
2016-10-13_18:19:41.731 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.731 [车载] 当前超速。
2016-10-13_18:19:41.937 [车载] 前方限速11公里每小时。
2016-10-13_18:19:41.937 [车载] 当前超速。
2016-10-13_18:19:42.033 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.033 [车载] 当前超速。
2016-10-13_18:19:42.135 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.135 [车载] 当前超速。
2016-10-13_18:19:42.233 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.292 [车载] 当前超速。
2016-10-13_18:19:42.345 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.345 [车载] 当前超速。
2016-10-13_18:19:42.535 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.535 [车载] 当前超速。
2016-10-13_18:19:42.633 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.633 [车载] 当前超速。
2016-10-13_18:19:42.738 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.738 [车载] 当前超速。
2016-10-13_18:19:42.831 [车载] 前方限速11公里每小时。
2016-10-13_18:19:42.831 [车载] 当前超速。
2016-10-13_18:19:43.033 [车载] 前方限速11公里每小时。
2016-10-13_18:19:43.033 [车载] 当前超速。
2016-10-13_18:19:43.133 [车载] 前方限速11公里每小时。
2016-10-13_18:19:43.133 [车载] 当前超速。
2016-10-13_18:19:43.336 [车载] 前方限速11公里每小时。
2016-10-13_18:19:43.336 [车载] 当前超速。
2016-10-13_18:19:43.435 [车载] 前方限速11公里每小时。
2016-10-13_18:19:43.734 [车载] 当前超速。
2016-10-13_18:19:43.734 [车载] 前方限速1公里每小时。
2016-10-13_18:19:43.834 [车载] 当前超速。
2016-10-13_18:19:43.834 [车载] 前方限速1公里每小时。
2016-10-13_18:19:52.836 [车载] 禁止通行。
2016-10-13_18:19:52.836 [车载] 当前超速。
2016-10-13_18:19:52.932 [车载] 前方限速6公里每小时。
2016-10-13_18:19:52.932 [车载] 当前超速。
2016-10-13_18:19:53.036 [车载] 前方限速6公里每小时。
2016-10-13_18:19:53.036 [车载] 当前超速。
2016-10-13_18:19:53.138 [车载] 前方限速6公里每小时。
